,Grievance,label,encoding
1191,Rivers carrying drinking water have uncontrolled discharge of effluents and encroachment of catchment but authorities are indifferent.   ,ward_office,"[-0.01823183 -0.09429509  0.21028875 -0.17429046 -0.20533957  0.32460955
 -0.12939389  0.42204544  0.27679446 -0.09800971 -0.24585535  0.21161065
  0.11270135 -0.1391209   0.21250342 -0.35827363  0.12398682 -0.02272236
 -0.1877182  -0.06212264 -0.05453799  0.11415445  0.019972    0.00728346
 -0.16665338  0.16545746 -0.2705256  -0.0564249   0.11322319 -0.04961772
 -0.10436327 -0.13182    -0.00582354  0.03779845 -0.2473008   0.05343773
  0.09858901 -0.05712636 -0.22297844  0.16617554 -0.37273753 -0.19552264
 -0.48818818 -0.15597636  0.6757636   0.4232854  -0.10161491  0.06585909
 -0.13677327 -0.22184448  0.21770006  0.02973574  0.23544773  0.624461
 -0.01656036 -0.52136457  0.2836638  -0.2566137   1.011806   -0.01603927
  0.10944926  0.07178164 -0.04320022  0.26843098  0.7442208   0.29108092
  0.45929804 -0.6623182   0.37870204 -0.42154542 -0.16543737 -0.4443121
  0.4781169  -0.01080954  0.03861237 -0.1385759  -0.19569479  0.07174517
 -0.23023635  0.10136554  0.66631216  0.22816853 -0.57111734  0.5369922
 -0.5221113  -0.13820729  0.09522627 -0.1397031  -0.05920273  0.14763956
 -0.076694   -0.34238636 -0.5823915  -0.04193639 -0.07650317  0.18523179
 -0.38060635 -0.21713056  0.34032533  0.09239905]"
1192,"In unauthorised slums where people lack access to safe drinking water, water-borne diseases spread fast especially during monsoons.",ward_office,"[-4.64193337e-02  3.81437749e-01  1.44329131e-01 -2.17455365e-02
 -1.43488601e-01  1.35059640e-01 -1.90314531e-01  1.64232507e-01
  1.43856391e-01 -6.36033416e-02 -1.82958066e-01  1.15756862e-01
  2.76679367e-01 -4.90945987e-02  3.22180957e-01 -2.55659074e-01
  3.17846686e-02 -2.05506280e-01 -3.36771101e-01  5.33042103e-02
  1.03144750e-01  1.52061135e-01  2.60537624e-01 -1.34178653e-01
 -1.05672866e-01  2.78345019e-01 -2.54201323e-01 -2.22991720e-01
 -2.90545464e-01  4.71591242e-02 -2.71578599e-02 -5.39694214e-03
  2.77291313e-02 -3.35704722e-02  1.25402465e-01  1.18371926e-01
  1.40725926e-01  2.32975319e-01 -2.50371322e-02  7.82065317e-02
 -3.45661491e-01 -6.49046004e-02 -2.60848016e-01 -4.13003296e-01
  4.49813277e-01  2.43796214e-01 -2.50015929e-02 -4.36027460e-02
 -6.23008013e-02 -5.77058494e-01 -4.47649248e-02  1.22547939e-01
  2.52408702e-02  6.71800733e-01  7.90035427e-02 -1.41488731e+00
 -5.61088808e-02 -1.25510573e-01  1.39502275e+00 -5.04574589e-02
 -2.59335577e-01  4.88750011e-01 -3.29301879e-02  8.37003291e-02
  7.10096121e-01  2.63718992e-01  4.28138345e-01 -5.52221358e-01
  6.45692945e-01 -6.19717360e-01 -2.17687503e-01 -4.14094001e-01
  1.24210425e-01 -3.40050086e-02  1.69398546e-01 -7.87470723e-04
 -1.66062132e-01  1.91760622e-02 -5.19531131e-01  7.22917467e-02
  7.29166210e-01  1.31064001e-02 -6.02368653e-01  3.50061148e-01
 -1.04920781e+00  3.83150615e-02  4.58026715e-02 -8.68267342e-02
 -2.80213267e-01  1.45421326e-01  2.39156857e-01 -2.54626006e-01
 -1.51814008e-02 -1.97718844e-01 -3.64313096e-01  7.12637380e-02
 -2.47100919e-01 -1.12700671e-01  4.17006999e-01  2.47113675e-01]"
1193,There is no regular collection of waste causing dump sites with rotting garbage all around my locality which breeds diseases.,ward_office,"[-0.33941326  0.38141644  0.16839482 -0.32686132 -0.08057659  0.24540417
 -0.11007491  0.20575918  0.16038024  0.0742035  -0.12094333  0.13876441
  0.4036266   0.01726666  0.2457835  -0.0939      0.4511384   0.0937483
 -0.17901999 -0.024913    0.12511064  0.18196768 -0.08280667 -0.14979659
 -0.02658266 -0.07643584 -0.08743825 -0.23187757  0.17015336  0.099978
 -0.2630711  -0.15331917  0.16437824 -0.05149463 -0.11217084  0.308747
  0.00803917 -0.138335   -0.01141611 -0.14719783 -0.01613767 -0.24846397
 -0.3611097  -0.5578514   0.31739137  0.19006567 -0.02093012  0.02683817
 -0.4045585  -0.2863085   0.31981748 -0.21420227 -0.14813541  0.5599665
 -0.09623408 -1.0589567  -0.130242   -0.07609699  1.1144285   0.24677165
  0.10730559  0.6478955  -0.14018342  0.22798176  0.8636429   0.19307025
  0.24663268 -0.26545158  0.42246816 -0.5566029  -0.1730575  -0.16708933
  0.12154999 -0.01244477  0.09707043 -0.10768634 -0.00602833 -0.00939475
 -0.47071669  0.3647909   0.5384045   0.24143775 -0.54275256  0.13065483
 -0.7300517  -0.03992958  0.00470934 -0.24670793 -0.29920843  0.26044858
 -0.0084765  -0.20406441  0.19081604  0.02995241 -0.2056245  -0.076622
 -0.0366468  -0.12644501  0.59147006 -0.06733859]"
1194,"Cows, dogs and rodents scatter waste around because it is dumped openly allowing it to spill over.  ",ward_office,"[-1.52309999e-01  3.99517983e-01  2.67293036e-01 -4.18903261e-01
 -2.94466019e-01  2.93851018e-01 -2.25276396e-01  1.25922292e-01
  3.58319402e-01 -1.16848007e-01 -1.10434011e-01  2.85569251e-01
  3.24030519e-01 -1.08144209e-01  1.55583605e-01  2.89898971e-03
  3.81179869e-01  2.29488283e-01 -1.79410607e-01 -7.93479662e-03
  3.05563599e-01  1.66882083e-01  8.61399919e-02 -3.00012320e-01
 -1.62003994e-01  2.02713013e-01 -4.91598994e-01  1.39490098e-01
  1.35181725e-01  3.29697996e-01  4.25319932e-02  2.21333057e-02
  1.35173708e-01  9.97828394e-02 -1.01800086e-02  2.26733774e-01
  8.11496004e-02 -1.64831206e-01 -6.45451024e-02 -5.61993010e-02
 -2.22193092e-01 -4.33442414e-01 -3.29749614e-01 -4.78934526e-01
  1.37641996e-01  2.34954983e-01 -1.25821903e-01 -5.07408404e-04
 -2.90799081e-01 -4.17701721e-01  3.02777201e-01  1.22269906e-01
 -5.94844036e-02  8.02696586e-01 -3.82348001e-01 -9.44482207e-01
 -1.79891497e-01 -5.56860045e-02  9.10647035e-01  7.06113949e-02
  2.23992392e-01  7.30509877e-01  3.16034973e-01  1.74780041e-01
  6.96748435e-01  4.27846014e-01  1.97100982e-01 -8.99385065e-02
  2.97519505e-01 -2.74637014e-01 -8.63584056e-02 -2.70849288e-01
  5.70963025e-02  5.60686998e-02 -1.81036517e-01 -7.11396039e-02
  4.81821969e-02 -1.18576311e-01 -3.74136031e-01  4.65563953e-01
  6.14387035e-01 -4.39010281e-03 -3.82894933e-01  1.93374485e-01
 -6.73973203e-01 -2.15426371e-01  4.39791530e-01  1.80853188e-01
 -1.84287801e-01  8.38802010e-02 -6.51739985e-02 -2.06623703e-01
 -1.85823888e-01 -1.49746135e-01 -2.39351228e-01 -1.48478672e-01
 -2.06302255e-01  8.23739916e-02  4.79108036e-01 -3.19393091e-02]"
1195,Degradable kitchen waste and plastic bags etc. are thrown together without segregation making waste management difficult.,ward_office,"[-0.22784492  0.26007065  0.18297993 -0.51517427 -0.14458607  0.08106501
 -0.10700214  0.35381243  0.25938454  0.2781775   0.200182   -0.13464643
 -0.07505386  0.28893253  0.06640132 -0.23265032  0.38629177  0.39734855
 -0.17793143 -0.18711157 -0.00715035  0.1478632   0.0521275  -0.2773473
 -0.08984387  0.01200801 -0.25719157 -0.28283623 -0.06950499 -0.04566494
 -0.17579408  0.18321376 -0.08837479 -0.13094485  0.021519    0.14232072
  0.03560621 -0.0143725  -0.0492     -0.34064    -0.10587829 -0.34241486
 -0.06051508 -0.47332352 -0.2282002   0.05293626 -0.2466569   0.17551002
 -0.40641373 -0.5287022   0.16307655 -0.0510776  -0.18803659  0.7900592
 -0.03859708 -1.2820143   0.07856058  0.05713737  1.2935687   0.15337595
  0.02145364  0.30563673 -0.19570732  0.21053126  0.5114479  -0.0681405
  0.5331599  -0.09061936  0.10256036 -0.4035013  -0.20679419 -0.01385015
  0.12980577  0.10124355  0.07689493  0.15927534 -0.1674341   0.03526709
 -0.24340656  0.3489589   0.5010077   0.16278693 -0.31122193  0.28067416
 -0.9781116  -0.01559294  0.21803029 -0.06748643 -0.40104958  0.06099292
  0.08077151 -0.23439886 -0.01445063 -0.09533379  0.01311536 -0.16359077
 -0.01242466 -0.12697981  0.5493333   0.17756914]"
1196,"Used sanitary pads, diapers and masks are openly dumped instead of safe disposal increasing risk of infection.",ward_office,"[-0.1325663   0.2029421   0.03537316 -0.19111119 -0.29684976  0.06859655
 -0.21822669  0.06677423  0.23801851  0.26758853 -0.19347785  0.04214198
  0.17182554  0.01559499  0.44762567 -0.2981883   0.31353208  0.15187752
 -0.03776077 -0.29200536 -0.02798369  0.01942946 -0.00947014  0.00631308
 -0.24271916  0.25063303 -0.1655154  -0.29742247 -0.08881008  0.14357616
  0.17905793  0.13561037 -0.16912808  0.10921399  0.16605076  0.2535514
  0.03628284 -0.09935261 -0.0794182  -0.14250939 -0.11614708 -0.18945016
 -0.06072954 -0.45830888  0.05982385  0.19451617 -0.0885444   0.00186766
 -0.46862227 -0.62432164  0.17102669  0.18961516 -0.17949861  0.935957
 -0.11503506 -1.1653636   0.089649   -0.2652847   1.1199607   0.05148669
  0.06421662  0.12033545 -0.01630585  0.3729574   0.53932613  0.27914354
  0.29471615 -0.38852808  0.20533395 -0.39764807 -0.1902852  -0.34541082
 -0.00688838  0.17102139  0.12328192  0.04524738 -0.08486623  0.15346384
 -0.45055678  0.17319383  0.50908864 -0.06614733 -0.3435496   0.12418647
 -1.0415022  -0.11893892  0.3884186   0.1316929  -0.32424667  0.02061884
  0.07187039 -0.03886276  0.23579606 -0.16169316 -0.1839773   0.11256616
 -0.02345446 -0.08549714  0.3153011   0.00869368]"
1197,Sweepers do not follow collection schedule for days causing garbage piles up on streets stinking.,ward_office,"[-0.2359941   0.2432981   0.1486331  -0.5323931  -0.0718082   0.317303
 -0.2456151   0.38470998 -0.02582602  0.0705661   0.0887398   0.1672103
  0.26328593  0.0531217  -0.0163338  -0.00679363  0.18774731  0.2719215
 -0.12838309 -0.09058601  0.1644127   0.0688813   0.0180469  -0.1185392
  0.08778159 -0.023451   -0.29991388 -0.0252328   0.13283171 -0.0504706
 -0.04382401 -0.3199551   0.0557346   0.02011013 -0.3101408   0.3105995
  0.076548   -0.41290197  0.14115766  0.0191695  -0.0325433  -0.2442513
 -0.08255544 -0.35317403  0.02095109  0.07675745 -0.11400983 -0.10937293
  0.02403202 -0.32569617  0.3047775  -0.21562612 -0.0334059   0.72672594
 -0.15477121 -1.245192   -0.1534929   0.11034499  1.050866    0.2706719
 -0.3131241   0.73618    -0.11623756  0.24668999  0.554129    0.15921119
  0.19502321 -0.2565914   0.1296196  -0.6328066  -0.15382871 -0.2961126
  0.0126617  -0.10426161  0.00932382  0.126213    0.1819703   0.087124
 -0.44764408  0.0189235   0.572407    0.20643088 -0.2812056   0.0602442
 -0.77795804 -0.1962035  -0.10070731 -0.3915638  -0.42679802  0.1531869
  0.0315871  -0.03978976 -0.12903121  0.0769088  -0.38596213 -0.22492309
  0.06143648 -0.06605639  0.3314136   0.3027262 ]"
1198,Drains get clogged by plastic and runs overflowing during rains due to reckless dumping. ,ward_office,"[-0.37828988  0.0624183   0.27160686 -0.39446306 -0.2550651   0.33211488
 -0.17374888  0.483954    0.20324664  0.03249567  0.0298972   0.2664688
 -0.056937    0.04938149  0.16896299 -0.2748125   0.18181181  0.1839666
  0.0961736  -0.02436429  0.112789    0.097543    0.1967431   0.0187502
  0.12021148  0.26157168 -0.58501923 -0.14852333  0.22989468 -0.0261048
  0.0332964  -0.0274851  -0.07673781 -0.02945219 -0.321448    0.10032009
  0.10993309 -0.17170839 -0.0064318   0.24713702 -0.070663   -0.3335403
 -0.40330997 -0.37353176  0.2850372   0.2026695  -0.05439581 -0.153579
 -0.0428989  -0.4997332  -0.0638751  -0.0380174   0.19002731  0.5607201
  0.06659441 -1.4147024   0.0198248   0.0421145   1.2198831   0.3812595
 -0.14238931  0.4025022  -0.14947954  0.49575192  0.4647622   0.2157356
  0.50596654 -0.3458747   0.1550473  -0.642377   -0.24923341 -0.24614799
  0.19357869 -0.06242589  0.07475771  0.20382556  0.107635    0.2677465
  0.078596    0.3311771   0.768232   -0.0043674  -0.683415    0.061942
 -0.776703   -0.203862    0.1069169   0.14693551 -0.3144769  -0.0374444
 -0.0316628   0.00897553 -0.3184382  -0.13527289 -0.0423295  -0.10782059
  0.22824335  0.12497054  0.472958    0.10713768]"
1199,Construction debris dumped on road sides flows into open drains containing waste leading to choking. ,ward_office,"[-0.32059982  0.19000675  0.29569167 -0.21296866  0.13190009 -0.22587156
 -0.24783278  0.30967915  0.3150805  -0.01569892  0.31914827  0.34474835
  0.02204417  0.0793495   0.1009644  -0.11695101  0.28859884  0.08872467
 -0.09583058 -0.1109027   0.21913248  0.15847899  0.04472206 -0.02119208
 -0.01482108  0.06459884 -0.30079308 -0.17142583  0.12724532 -0.11464175
 -0.2270975  -0.00217257 -0.05947825 -0.02182276 -0.21750063 -0.10891917
  0.1256751  -0.13641015 -0.02518266  0.22080584 -0.16936684 -0.6950788
 -0.2894614  -0.30225816  0.4421959   0.262773   -0.07755149  0.10834766
 -0.21191557 -0.2627931   0.08319125  0.02584834 -0.02032924  0.8167326
  0.03025542 -1.7192335  -0.13668883 -0.21118002  1.3660141   0.30901775
 -0.20139544  0.30172408 -0.02254587  0.4617605   0.685899    0.2357031
  0.46345916 -0.09748942  0.09133682 -0.659325   -0.14617315 -0.08833215
  0.32098714 -0.15832119  0.25138226 -0.24764214  0.21549751  0.38849902
 -0.14113326  0.24571572  0.75983167  0.2640629  -0.67329335  0.18339074
 -0.6591317  -0.03125631  0.2468584   0.00322332 -0.19171149  0.20889874
 -0.17041393 -0.07765    -0.37232414  0.18202107 -0.18945326 -0.11694167
  0.09296841 -0.09600741  0.6444033   0.1564954 ]"
1200,"Industrial hazardous waste like chemicals, batteries are disposed without treatment contaminating water resources.",ward_office,"[-2.12424755e-01  4.15277570e-01  3.35293204e-01 -2.43148312e-01
 -1.06341995e-01 -4.13398743e-01 -4.58958335e-02  2.64571577e-01
  2.53603071e-01  2.83086687e-01  2.22169057e-01 -1.74712852e-01
 -1.36714339e-01 -2.43604127e-02  1.18936330e-01 -5.31994879e-01
  4.98318940e-01  1.14737742e-01 -1.31811991e-01 -4.00069170e-02
  1.50469333e-01  5.46287233e-03  1.38498917e-01  5.75176515e-02
 -5.07602930e-01  1.32598504e-01 -3.31121832e-01 -1.04475237e-01
 -1.12940826e-01  1.81557521e-01 -7.85346553e-02 -2.70014163e-02
 -3.86497825e-01 -1.32190481e-01 -8.95379186e-02  1.51817501e-02
  9.72109139e-02 -1.41614586e-01 -2.25824997e-01 -3.78370807e-02
 -5.32433279e-02 -4.57453132e-01 -3.86168122e-01 -4.81167436e-01
  2.21024677e-01  4.88732547e-01 -2.87997663e-01  1.54867068e-01
 -4.29023474e-01 -5.53820014e-01  3.73611689e-01  1.82367757e-01
 -1.38520673e-01  6.79120839e-01 -7.55443424e-02 -9.14031923e-01
  1.36404196e-02 -1.51874498e-01  1.34937799e+00  1.51375338e-01
  6.87685534e-02  4.31662470e-01 -4.42163348e-02  2.94603914e-01
  6.41017020e-01  2.56970674e-01  8.05201769e-01 -3.05661023e-01
  3.94897491e-01 -6.18685842e-01 -6.97652474e-02 -3.07550579e-01
  3.98764938e-01  1.29854426e-01  1.21408068e-01  5.01357466e-02
 -1.72141641e-02 -2.94825826e-02 -5.49610913e-01  4.18932766e-01
  9.24493313e-01  2.71429658e-01 -7.31193304e-01  6.59530878e-01
 -1.08040953e+00  2.20569745e-01  3.70625824e-01  1.28618836e-01
 -2.70955235e-01 -8.16489905e-02  1.63964182e-02 -5.35387933e-01
  2.02322733e-02  1.22406334e-03 -1.56572506e-01  2.58742094e-01
 -1.48592636e-01 -2.35332146e-01  6.67765796e-01  7.36750886e-02]"
1201,Municipal workers reuse disposable gloves and do not follow hygienic handling increasing their health risks. ,ward_office,"[-6.49120882e-02  2.25980535e-01 -1.52336538e-01 -1.41344890e-01
 -3.16222876e-01 -8.90015438e-02 -4.23049062e-01  2.22961009e-01
  1.30762205e-01  2.45185718e-01 -2.28235975e-01 -2.09931001e-01
  2.12372452e-01 -9.20613706e-02  2.36032471e-01 -3.87759656e-01
  3.46351683e-01  3.55324388e-01 -5.61401881e-02 -3.43597770e-01
  9.43699758e-03 -3.95132676e-02 -9.75732110e-04  7.27620944e-02
 -4.17890280e-01 -8.09286982e-02 -3.38014588e-02 -4.92629826e-01
 -3.53796929e-01 -1.27148733e-01  1.22028090e-01  1.74984545e-01
 -1.91829637e-01  8.31722766e-02 -6.59800023e-02  1.32744640e-01
 -2.69416329e-02  1.09207273e-01 -1.44429356e-01 -3.15464549e-02
 -2.37139929e-02 -3.62420082e-01 -1.51749372e-01 -3.92982304e-01
 -7.22696856e-02  3.03318381e-01 -7.03533664e-02 -1.53302953e-01
 -4.39016998e-01 -6.11056089e-01  1.20969541e-01 -1.97380915e-01
 -2.58333445e-01  7.73012102e-01  4.04000059e-02 -1.00339091e+00
  3.60097438e-01 -1.74882725e-01  1.24268544e+00 -4.34915498e-02
 -1.27507508e-01  8.91497210e-02 -1.79298267e-01  1.65806994e-01
  4.91013646e-01  1.42360628e-01  1.42188996e-01 -2.80206710e-01
  5.94265461e-01 -3.35473537e-01 -1.04186729e-01 -1.06845550e-01
  5.02596386e-02  1.83271453e-01  2.94788480e-01  1.64096341e-01
 -8.00935477e-02  2.32563298e-02 -4.59080487e-01 -7.03711808e-02
  6.15757585e-01  1.62922084e-01 -2.41344362e-01  1.01189464e-01
 -1.22768819e+00 -4.70851921e-02  4.13629971e-02  1.23652861e-01
 -2.68604547e-01 -4.31487300e-02  3.31256986e-01 -1.39285266e-01
  9.50746313e-02 -3.43469203e-01 -3.24247450e-01  9.62965488e-02
  1.20902993e-01 -1.01696275e-01  4.69152749e-01 -1.86975002e-01]"
1202,Garbage heaped for months at local transfer stations causes groundwater contamination from leaching.,ward_office,"[-2.5283048e-01  1.6441439e-01  1.1190601e-01 -4.5808125e-01
 -1.3262311e-01 -1.3178959e-01 -1.2274518e-01  1.8750849e-01
  3.5863256e-01  3.0859211e-01  4.4577204e-02  2.2809219e-01
  2.0660901e-01 -9.6051604e-02  1.3452850e-01 -4.4469506e-01
  3.5506541e-01 -2.9031103e-02 -1.8384834e-01 -2.7333397e-02
 -1.1510990e-01  1.3743970e-01  1.1556439e-01 -2.5994712e-02
 -2.6687720e-01 -8.1582014e-03  1.7440002e-02 -2.9795006e-02
  7.8135595e-02  1.9040145e-01 -7.1859196e-02  5.4784000e-02
 -7.0949993e-03  1.2709960e-01 -1.8327241e-01  1.0507361e-01
  3.2546006e-02 -2.5819600e-01 -9.6017495e-02 -6.1269991e-02
 -2.5222710e-01 -5.0168598e-01 -3.7686664e-01 -2.7457300e-01
  3.1178147e-01  4.1041809e-01 -2.5318801e-01 -1.7653190e-01
 -1.2681401e-01 -3.7082219e-01  4.3075258e-01 -2.0204833e-01
 -1.8790661e-01  7.0700496e-01 -7.3581100e-02 -1.1656034e+00
 -2.9790840e-01 -3.8216370e-01  1.0848961e+00  3.7422460e-01
  1.2100399e-02  2.8431568e-01 -6.3568786e-02  3.3836702e-01
  9.2500603e-01  1.2155922e-01  3.6676392e-01 -4.0850917e-01
  2.7804297e-01 -3.7811095e-01 -3.4369498e-01 -2.2306800e-02
  2.9358396e-01  3.0876497e-02  1.4515620e-01 -2.8728899e-02
  2.9586399e-01 -1.2383870e-01 -7.2410488e-01  2.5322968e-01
  7.1502095e-01  1.7258881e-01 -3.3162230e-01  1.2076499e-01
 -6.0578960e-01 -3.0816993e-02  1.6527900e-01  8.7938011e-02
 -2.5279090e-01 -5.1858891e-02  6.2656790e-02 -4.7173299e-02
 -3.8538888e-01  3.6793453e-01 -7.4495897e-02 -3.8520671e-02
  5.8572106e-02  9.2899951e-04  3.6757055e-01  6.8160011e-03]"
1203,Junk collectors manually rummage unsegregated waste without protective gear risking infection and injury.,ward_office,"[-1.47666171e-01  1.13321923e-01  1.59934089e-01 -3.32646638e-01
 -2.67642945e-01  2.50407517e-01 -2.36995772e-01  5.00624143e-02
  3.09760302e-01  5.99458404e-02  2.28891652e-02  1.05716161e-01
  2.18724906e-01 -1.55407742e-01  1.75310329e-01 -2.57747471e-01
  1.14292502e-01  2.61552006e-01  1.20648749e-01 -3.13354850e-01
 -5.64980768e-02  1.47213504e-01 -3.99824157e-02 -6.20740652e-03
  1.98324129e-01  2.58436650e-01 -1.19997345e-01 -1.93835005e-01
 -9.64983329e-02 -2.90413707e-04  1.28063917e-01 -7.14998320e-02
 -3.64531994e-01  8.52018520e-02  2.02522501e-01 -9.80387554e-02
 -2.37524912e-01 -2.23411262e-01 -1.11561418e-01 -6.19168542e-02
  7.17320992e-03 -5.75991683e-02 -2.00441852e-01 -4.30657715e-01
  2.76810173e-02  1.90394476e-01 -1.25021681e-01 -4.59643006e-02
 -1.60510331e-01 -5.58313191e-01  4.23562974e-01  1.04904585e-01
 -4.23567772e-01  4.96516466e-01 -2.37311628e-02 -9.03520405e-01
 -8.27027485e-02 -2.36007497e-01  1.11130834e+00  2.58909166e-01
  8.92960057e-02  4.29658562e-01  5.04319184e-02  4.12628919e-01
  4.77186590e-01  1.26459584e-01  1.73421264e-01 -3.03816646e-01
  2.10109577e-01 -3.53264183e-01 -2.52860814e-01 -1.23871900e-01
  9.80224982e-02  1.74309269e-01  1.27734840e-01 -5.83108468e-03
 -1.38543338e-01 -1.26675842e-02 -3.71575028e-01  4.88766795e-03
  5.77670753e-01  1.26888752e-01 -3.48812491e-01  3.55794095e-02
 -7.94072330e-01 -4.64107543e-02  1.60576686e-01  4.52647321e-02
 -5.52185893e-01 -9.00014341e-02 -2.80339390e-01 -1.77495316e-01
  2.64016241e-01 -1.04323767e-01  4.45809215e-02  4.23112474e-02
  2.23451450e-01 -2.29820326e-01  3.97934586e-01 -2.85412669e-01]"
1204,"E-waste from phones, laptops etc. is dismantled crudely by bare hands exposing ragpickers to toxic substances.",ward_office,"[-1.36418700e-01  1.19474836e-01  1.92839250e-01 -2.86040872e-01
 -9.03994665e-02  1.59231529e-01 -1.74685538e-01  1.45856038e-01
  4.06396687e-01  3.30917299e-01  3.54083568e-01  2.99100839e-02
  3.95835266e-02  1.79073602e-01  2.75616925e-02  2.29412317e-02
  3.65785390e-01  1.60584763e-01  1.18053798e-02 -1.67764530e-01
  9.09415409e-02 -8.40627775e-02  1.78209782e-01  2.13092305e-02
 -1.19139232e-01  6.41720742e-02 -2.34044820e-01  1.33709803e-01
 -7.12373853e-02  4.61729392e-02  3.58766973e-01  1.60860687e-01
 -8.63384530e-02 -9.59484372e-03  4.19835635e-02 -7.33907940e-03
 -4.97377012e-03 -2.83715516e-01 -5.93284406e-02  1.09300345e-01
  5.51956147e-02 -1.86358616e-01 -1.62895605e-01 -2.27903470e-01
 -2.14078277e-01  1.36233076e-01 -2.06431538e-01  1.91406325e-01
 -1.64710611e-01 -1.90149680e-01  2.10140780e-01  2.76090950e-01
  5.13851061e-04  3.57830256e-01 -1.24251835e-01 -6.52559638e-01
 -7.70162269e-02 -2.60678615e-04  8.56782675e-01  5.56488447e-02
 -9.05153751e-02  3.84110779e-01 -1.52045026e-01 -3.55696157e-02
  3.45686913e-01  9.31738690e-03  6.63160741e-01 -3.01523078e-02
  2.92019993e-01 -3.70684624e-01  8.93481523e-02 -1.31990001e-01
  1.58242315e-01 -5.80230802e-02  3.46896984e-02  1.12409234e-01
  2.93982215e-02 -3.03977504e-02 -4.05165464e-01  2.09513530e-01
  7.39197731e-01 -1.47112846e-01 -3.51199627e-01  1.74193755e-01
 -8.90850067e-01  2.65855473e-02  3.63401771e-01  2.12483108e-01
 -3.47831249e-01  3.62903848e-02 -2.42365465e-01  6.55282438e-02
  2.04645708e-01 -6.19710833e-02  3.45276855e-02 -6.96263835e-02
 -1.29653767e-01 -2.87196219e-01  3.73266548e-01  4.78125364e-02]"
1205,"Absence of waste bins in crowded areas like vegetable markets, bus stops results in littering.  ",ward_office,"[-0.23084593  0.37134743  0.21686281 -0.33251446  0.14773643  0.04369177
 -0.2214526   0.2279511   0.27587092  0.08970324 -0.11006975 -0.05530215
  0.25850892 -0.11750174  0.29101402 -0.06306499  0.04971625 -0.06186045
 -0.18359415  0.07407543  0.19348085  0.05869259  0.15858848 -0.16263239
 -0.09933168  0.15710916 -0.06817859 -0.17310067 -0.03483199  0.11698785
 -0.11137687  0.11613041  0.17519999  0.0165845   0.00880284  0.18486881
  0.05945421  0.21976751 -0.05173124 -0.15443234 -0.10776328 -0.52689844
  0.15301108 -0.3306564   0.37663898  0.10225692  0.0644095   0.08020525
 -0.19671375 -0.67803496  0.06642     0.0302375  -0.02345181  0.9838576
 -0.05173692 -1.426695   -0.16951716  0.05869517  1.4914342   0.22866382
 -0.12152741  0.45050964  0.02183966  0.2022755   0.62043506  0.16902591
  0.44685915 -0.26876333  0.088125   -0.25367245 -0.20226657 -0.33567217
  0.06259467 -0.3468541  -0.003891    0.07946166  0.21605682  0.01521484
 -0.51336974  0.22013158  0.79661244  0.05379074 -0.58866     0.1456755
 -0.94494337 -0.23133133 -0.17418335 -0.17230941 -0.2867523   0.01476117
  0.15796301 -0.08404001 -0.10049006  0.05824384 -0.5072887  -0.043724
 -0.00335537 -0.02280899  0.5558377   0.09435949]"
1206,Lack of tracking on waste trucks allows pilferage enroute to landfills keeping disposal sites perpetually overloaded.  ,ward_office,"[-0.14477386  0.1438863   0.39593127 -0.35680997 -0.04074349  0.05104539
 -0.34113353  0.37635627  0.2535746   0.11138271  0.12170438  0.17021538
  0.12652923 -0.19812307 -0.085949   -0.25295153  0.2854995   0.15617245
 -0.01789308 -0.04668536 -0.02010531  0.18444046  0.07962247 -0.21239439
 -0.04774315 -0.03751317 -0.3125323  -0.07421186  0.27205     0.04094769
 -0.19362427 -0.13817821 -0.18318091  0.02373633 -0.04456711  0.17456439
  0.09301678 -0.2365531   0.02735187 -0.14097427  0.07853739 -0.29570135
 -0.08608477 -0.2939314   0.08588845  0.18196917 -0.06962823  0.0719393
 -0.09162048 -0.46921685  0.20531498 -0.08197308 -0.13946314  0.69802594
  0.13559233 -0.71815926  0.104328   -0.13356069  1.1308397  -0.03283477
 -0.02925815  0.05262431  0.01221601  0.23878251  0.4003638   0.23416346
  0.32659256 -0.16482233  0.03582078 -0.43516305 -0.143886   -0.24156015
  0.22191145 -0.10610608  0.06349015  0.23095877  0.25816485  0.0120038
 -0.20268556  0.12562618  0.46243244  0.16863506 -0.4161946   0.26891032
 -0.8111407  -0.03890592  0.2672687   0.05028123 -0.51321155  0.02094122
 -0.13628508 -0.02036282 -0.09711976 -0.07052331  0.0713543  -0.09835401
  0.0890599   0.01690046  0.48706686  0.04340161]"
